exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_2_p, households_by_type_census_lone_person_households_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_4_a, dwelling_structure_private_dwellings_census_separate_house_num, families_type_census_couple_families_non_dependent_children_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_nvr_mrrd_pc, method_travel_work_employed_persons_census_used_one_total_num, tenure_type_occupied_private_dwellings_census_owned_mortgage_pc, sa2_name_2016, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_3_p, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_nm, dwlng_strce_prvte_dwlngs_cns_smi_dtch_rw_trce_hse_twnhse_etc_nm, method_travel_work_employed_persons_census_worked_home_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_to_at_indqtly_dscrb_std_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_spre_nm, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_crd_chldchldrn_pc, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_edctn_ocptn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_mrrge_nm, rent_mortgage_payments_census_average_monthly_household_payment, method_travel_work_employed_persons_census_used_one_truck_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_dsvntg, method_travel_work_employed_persons_census_used_one_train_num, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_qrtle_1_d, dwelling_structure_private_dwellings_census_stated_num, gftsdntns_rprtd_txpyrs_yr_endd_30_jne_prsns_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_pssngr_nm, households_by_type_census_total_households_num, method_travel_work_employed_persons_census_total_used_one, families_by_type_census_couple_families_without_children_num, hshld_strss_cnss_hshlds_mrtgge_rpymnts_lss_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsn_cns_ple_trvld_to_cr_drv_psngr_nm, scl_mrtl_st_rgstd_prsn_agd_15_yrs_cns_mrd_de_fcto_mrge_nm, method_travel_work_employed_persons_census_used_one_taxi_num, dwelling_structure_private_dwellings_census_flat_apartment_num, method_travel_work_employed_persons_census_used_one_bicycle_num, commuting_work_census_average_distance_to_place_kms, fmls_type_cnss_one_prnt_chldrn_15_andr_dpndnt_stdnts_nm, hshld_strss_cnss_hshlds_rnt_pymnts_grtr_eql_30pc_incme_pc, exprmntl_indx_hsld_advntge_dsvntge_ihd_cns_hsld_asgnd_scre_nt_a, hshld_strss_cnss_hshlds_mrtgge_rpymnts_grtr_eql_30pc_incme_pc, mthd_trvl_wrk_emplyd_prsns_cnss_pple_trvlld_to_pblc_trnsprt_nm, method_travel_work_employed_persons_census_used_one_tram_num, homelessness_census_homeless_rate_per_10000_persons_rate, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_sttd_pc, giftsdonations_reported_by_taxpayers_year_ended_30_june_median, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_dsvn, accss_intrnt_hme_occpd_prvte_dwllngs_cnss_accssd_dwllng_pc, unpd_chld_cre_prprtn_prsns_agd_15_yrs_cnss_prvde_pc, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_wdwd_pc, tenure_type_occupied_private_dwellings_census_owned_outright_pc, method_travel_work_employed_persons_census_used_one_ferry_num, households_by_type_census_average_household_size_no_of_persons, cmmtng_wrk_cnss_avrge_dstnce_plce_usl_rsdnce_kms, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_mrrd_pc, method_travel_work_employed_persons_census_used_one_bus_num, tenure_type_occupied_private_dwellings_census_stated_pc, hsng_stblty_occpd_prvte_dwllngs_cnss_extra_bdrms_ndd_nm, families_by_type_census_average_family_size_no_of_persons, unpd_wrk_prsns_agd_15_yrs_cnss_undrtkng_vlntry_orgnstn_grp_pc, commuting_work_census_median_distance_place_usual_residence_kms, fmls_type_cnss_cple_chldrn_15_andr_dpndnt_stdnts_nm, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_mtr_bksctr_nm, hsng_stblty_occpd_prvte_dwllngs_cnss_bdrms_ndd_spre_nm, method_travel_work_employed_persons_census_go_to_num, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_sprtd_pc, tenure_type_occupied_private_dwellings_census_tenure_type_pc, dwelling_structure_private_dwellings_census_other_dwelling_num, unpd_wrk_prsns_agd_15_yrs_cnss_prvdd_assstnce_prsn_a_dsblty_pc, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rsc_ir, method_travel_work_employed_persons_census_used_one_walked_num, method_travel_work_employed_persons_census_used_one_method_num, families_by_type_census_total_families_num, tenure_type_occupied_private_dwellings_census_rented_pc, households_by_type_census_group_households_num, rnt_mrtgge_pymnts_cnss_avrge_mnthly_hshld_rntl_pymnt, families_type_census_one_parent_non_dependent_children_num, count_children_family_census_average_number_of_all_in_num, method_travel_work_employed_persons_census_of_stated_num, sco_ecnm_indxs_ars_sfa_ste_dcls_cns_dcle_rnkg_indx_rltve_advntg, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_and_pc, households_by_type_census_family_households_num, sa2_maincode_2016, dwelling_structure_private_dwellings_census_total_num, method_travel_work_employed_persons_census_total_employed_num, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_rltve_advn, scl_mrtl_stts_rgstrd_prsns_agd_15_yrs_cnss_dvrcd_pc, families_by_type_census_other_families_num, acs_intr_hme_ocpd_prvte_dwlngs_cns_acsd_dwlng_pc, commuting_work_census_median_distance_to_place_kms, hshld_strss_cnss_hshlds_rnt_pymnts_lss_30pc_incme_pc, sco_ecnmc_indxs_ars_sfa_stte_dcls_cnss_dcle_rnkng_indx_rsrcs_ir, unpd_chld_cre_prtn_prsn_agd_15_yrs_cns_crd_chldrn_pc, mthd_trvl_wrk_emplyd_prsns_cnss_usd_one_cr_drvr_nm, yr, sco_ecnm_indxs_ars_sfa_astrl_dcls_cns_dcle_rnkg_indx_edctn_ocpt
null,259,null,2027,197,30.3,2668,48.3,"Research - North Warrandyte",null,1620,23,256,null,null,22.9,null,2886,2184,31,null,55,null,null,null,117,2100,168,588,88.6,2598,342,4,45,13,null,104,2.6,null,11.4,222,4,32.6,4.8,null,null,null,61.1,2.3,41.6,null,3.0,null,59.1,32,1.2,null,3.3,26.5,null,877,8,null,433,1.8,0.3,null,12.9,null,50,16,1840,8.3,27,1332,62,2.0,40,null,1.8,1816,"209031214",2095,3567,null,6.5,18,null,null,97.4,null,9.4,2340,2011,null
null,651,null,3268,286,33.7,3507,35.1,"Bundoora - East",null,3170,48,101,null,null,17.7,null,3851,1941,38,null,163,null,null,null,179,3369,251,968,89.8,3213,365,11,60,23,null,208,6.7,null,10.2,553,104,40.7,5.8,null,null,null,67.3,5.5,44.5,null,2.7,null,52.4,54,2.5,null,3.0,14.4,null,891,17,null,422,2.2,0.3,null,12.4,null,48,10,2584,17.5,192,1302,164,1.8,67,null,0.7,2526,"209011196",3376,4354,null,6.3,56,null,null,93.3,null,8.5,2861,2011,null
null,2187,null,3425,323,38.8,7981,27.7,"Malvern - Glen Iris",null,6387,1120,555,null,null,18.0,null,7014,2777,14,null,1426,null,3,null,272,7434,544,1854,90.8,5583,1114,25,2853,153,null,316,10.4,null,9.2,2453,503,37.8,6.8,null,null,null,67.9,4.8,35.8,3,2.4,null,48.2,21,2.0,null,3.0,22.5,null,1998,34,null,976,1.8,1.1,39,10.9,null,353,33,4806,33.3,491,1550,178,1.9,127,null,0.6,4761,"208041194",7440,10173,null,6.4,130,null,null,89.6,null,6.8,5139,2011,null
null,1423,null,6491,648,31.4,8553,41.1,"Greensborough",null,5933,333,386,null,null,20.7,null,8324,1892,81,null,672,null,null,null,422,7167,465,1921,90.2,7796,1111,14,334,38,null,511,5.7,null,9.8,1179,3,20.1,4.6,null,null,null,65.0,5.2,39.2,null,2.7,null,53.4,80,1.8,null,3.1,17.6,null,2227,38,null,1189,2.8,0.7,8,12.3,null,147,35,5704,17.2,134,1260,319,1.8,127,null,1.1,5608,"209011197",7166,10730,null,7.2,72,null,null,94.3,null,8.5,7034,2011,null
null,250,null,2492,132,30.9,3420,72.9,"Craigieburn - North",null,1897,52,64,null,null,31.9,null,3418,2106,39,null,239,null,3,null,215,2552,205,596,69.5,3197,548,6,null,7,null,227,5.9,null,30.5,450,null,44.6,7.3,null,null,null,54.9,1.7,8.6,null,3.3,null,58.1,22,2.0,null,3.4,9.2,null,1281,10,null,323,3.9,0.5,null,9.1,null,16,17,2356,15.9,42,1432,88,2.0,85,null,1.0,2259,"210051442",2547,4092,null,5.2,24,null,null,94.1,null,4.9,2856,2011,null
null,1410,null,5765,499,31.3,6962,35.6,"Viewbank - Yallambie",null,5217,449,272,null,null,20.3,null,7325,1944,48,null,679,null,null,null,327,6504,521,1762,92.0,6004,916,7,285,96,null,413,5.2,null,8.0,1259,6,29.5,5.9,null,null,null,65.0,6.1,42.3,3,2.6,null,52.9,84,2.0,null,3.0,18.0,null,1951,46,null,1002,2.4,0.9,8,11.4,null,309,29,4995,19.2,177,1273,305,1.8,128,null,0.9,4922,"209011203",6507,8893,null,7.2,59,null,null,94.8,null,7.9,5329,2011,null
null,1788,null,4559,357,38.5,7788,29.9,"Malvern East",null,6622,1159,522,null,null,20.5,null,7406,2650,29,null,1163,null,3,null,322,7257,516,1649,91.2,6064,967,17,1487,149,null,301,12.1,null,8.8,1848,114,75.2,5.7,null,null,null,66.7,5.1,38.1,null,2.6,null,49.2,79,2.5,null,3.1,21.7,null,2293,32,null,1027,1.5,0.5,39,11.5,null,300,45,4987,29.1,526,1567,237,1.9,112,null,0.9,4943,"208041195",7247,9968,null,5.7,147,null,null,87.9,null,6.2,5528,2011,null
null,1381,null,3633,281,31.3,5128,30.3,"Heidelberg - Rosanna",null,4064,712,265,null,null,19.9,null,5410,2130,35,null,813,null,6,null,235,5267,379,1477,93.2,3977,778,13,903,85,null,274,8.2,null,6.8,1225,4,21.1,6.2,null,null,null,65.5,7.6,41.1,null,2.4,null,52.0,71,1.9,null,2.9,20.1,null,1407,44,null,763,2.2,0.6,6,12.7,null,280,30,3710,26.2,227,1367,206,1.7,107,null,1.1,3665,"209011198",5260,6634,null,6.9,65,null,null,91.8,null,7.3,3528,2011,null
null,578,null,2366,177,46.1,3407,36.2,"Kingsbury",null,3156,337,141,null,null,16.8,null,3438,2190,25,null,203,null,null,null,200,3056,287,782,88.8,2888,402,10,357,40,null,164,14.5,null,11.2,691,144,43.6,7.6,null,null,null,70.1,4.6,31.2,3,2.9,null,43.9,71,3.1,null,3.1,15.6,null,991,13,null,542,1.5,0.4,null,8.6,null,159,18,2266,28.9,277,1389,105,1.8,91,null,0.4,2204,"209021205",3060,4479,null,3.9,51,null,null,85.5,null,5.0,2527,2011,null
null,2991,null,6647,614,37.2,8166,24.8,"Reservoir - East",null,9539,1443,201,null,null,15.9,null,8111,1768,83,null,877,null,6,null,474,9583,677,2250,91.6,6756,1335,40,1470,122,null,707,13.1,null,8.4,1906,209,55.6,9.6,null,null,null,68.6,8.4,34.8,null,2.4,null,43.1,190,4.1,null,2.9,10.0,null,1935,68,null,941,3.3,1.0,25,10.9,null,133,40,6310,35.2,489,1090,595,1.7,228,null,0.4,6104,"209021207",9591,10209,null,8.0,218,null,null,86.9,null,5.6,5936,2011,null
null,2183,null,6325,667,33.6,7736,24.4,"Reservoir - West",null,8024,946,200,null,null,16.7,null,8660,1895,96,null,933,null,4,null,443,8544,506,2249,91.5,6324,1061,39,1250,112,null,533,11.1,null,8.5,1676,162,65.0,9.4,null,null,null,67.2,7.6,41.4,null,2.5,null,49.0,108,4.3,null,3.0,9.4,null,2018,28,null,861,2.9,0.5,26,11.4,null,153,42,6147,29.4,365,1170,521,1.8,218,null,0.4,6000,"209021208",8551,9525,null,6.8,158,null,null,88.9,null,6.1,5617,2011,null
null,1057,null,2967,284,39.9,4383,29.4,"Preston - West",null,3877,533,157,null,null,20.6,null,3929,2021,36,null,294,null,3,null,220,4276,266,1000,91.8,3163,893,13,737,207,null,243,11.2,null,8.2,1128,516,139.9,7.9,null,null,null,64.5,5.3,34.6,null,2.6,null,45.6,63,3.6,null,3.0,14.4,null,1184,36,null,608,2.6,0.4,30,12.3,null,103,37,2994,32.1,285,1309,208,1.8,93,null,1.0,2936,"209021429",4270,5505,null,6.6,87,null,null,88.8,null,5.9,2843,2011,null
null,1615,null,3603,252,42.5,4281,24.8,"Heidelberg West",null,5574,776,165,null,null,16.7,null,3543,1889,31,null,218,null,null,null,261,5160,435,1017,92.7,3545,880,34,773,85,null,550,15.7,null,7.3,889,9,140.4,9.4,null,null,null,68.2,7.9,24.7,3,2.4,null,36.1,256,3.8,null,3.0,12.2,null,986,36,null,577,3.6,0.6,9,11.3,null,219,32,3271,46.2,351,1009,360,1.8,87,null,0.6,3186,"209011199",5161,5542,null,9.9,114,null,null,84.3,null,5.1,3085,2011,null
null,610,null,1795,146,32.0,2488,34.4,"Niddrie - Essendon West",null,2055,337,84,null,null,21.4,null,2428,2140,24,null,113,null,null,null,146,2380,212,569,91.8,2265,344,13,246,24,null,142,5.9,null,8.2,380,54,27.4,5.2,null,null,null,65.6,7.5,41.3,null,2.6,null,50.6,19,3.4,null,3.1,16.8,null,690,17,null,314,2.6,0.2,5,13.2,null,62,11,1714,20.6,74,1398,130,1.8,44,null,0.9,1695,"210011230",2383,3141,null,7.4,35,null,null,94.1,null,6.9,2009,2011,null
null,1192,null,2584,216,37.1,4543,29.7,"Ivanhoe",null,3651,814,291,null,null,20.6,null,4088,2395,22,null,736,null,null,null,183,4225,292,971,91.7,3385,684,16,818,148,null,226,9.6,null,8.3,1112,3,27.1,5.6,null,null,null,65.9,5.6,37.0,3,2.5,null,48.3,110,2.1,null,3.1,21.3,null,1264,25,null,559,2.3,0.9,7,12.6,null,203,26,2887,30.4,196,1421,152,1.8,75,null,0.8,2843,"209011200",4223,5760,null,6.7,70,null,null,90.4,null,7.0,3068,2011,null
null,556,null,2213,227,31.3,3084,31.0,"Ivanhoe East - Eaglemont",null,2219,140,260,null,null,20.9,null,3285,2576,7,null,401,null,3,null,145,2674,211,641,91.7,2558,301,8,322,55,null,110,5.9,null,8.3,608,null,null,4.9,null,null,null,64.8,5.1,46.2,null,2.8,null,57.1,33,2.0,null,3.2,23.4,null,976,16,null,421,1.5,0.4,null,15.3,null,97,23,2069,20.4,66,1570,81,1.9,32,null,1.0,2050,"209011201",2678,4015,null,4.9,34,null,null,94.1,null,8.3,2299,2011,null
null,563,null,2865,211,29.7,3328,50.6,"Romsey",null,2082,15,302,null,null,23.3,null,3416,1715,66,null,52,null,3,null,203,2948,129,911,86.4,3184,612,3,44,3,null,202,3.4,null,13.6,173,null,3.6,6.8,null,null,null,60.9,3.7,34.1,null,2.8,null,55.6,19,1.9,null,3.1,22.9,null,949,5,null,448,2.9,0.8,25,11.8,null,76,32,2372,12.5,61,948,82,2.0,60,null,1.2,2321,"210021235",2952,4262,null,7.9,13,null,null,96.6,null,7.8,2867,2011,null
null,1452,null,4758,420,32.7,6554,40.8,"Montmorency - Briar Hill",null,4802,951,326,null,null,19.9,null,6014,1974,53,null,555,null,null,null,276,5955,358,1623,90.3,5899,1119,14,240,51,null,423,6.3,null,9.7,951,null,24.9,4.3,null,null,null,65.0,5.4,38.9,null,2.5,null,50.3,73,1.7,null,3.0,20.8,null,1592,32,null,948,3.1,0.5,11,12.6,null,120,14,4398,18.0,155,1304,275,1.8,127,null,1.0,4347,"209011202",5960,8310,null,8.5,65,null,null,93.7,null,9.7,5371,2011,null
null,764,null,3062,269,33.2,3612,36.1,"Watsonia",null,2839,147,110,null,null,19.6,null,3550,1847,37,null,432,null,null,null,169,3373,188,926,90.5,3075,547,14,162,25,null,241,6.8,null,9.5,665,3,60.0,5.8,null,null,null,65.9,5.8,40.8,3,2.6,null,51.1,54,2.5,null,3.0,16.3,null,874,17,null,451,2.7,0.4,null,12.2,null,53,17,2549,20.1,104,1182,192,1.8,65,null,1.0,2506,"209011204",3371,4421,null,7.1,36,null,null,93.2,null,7.5,2789,2011,null
null,1777,null,4571,367,44.2,6293,27.5,"Preston - East",null,6790,847,211,null,null,16.5,null,5397,1980,41,null,748,null,3,null,329,6705,572,1612,91.1,4539,1435,25,1233,254,null,475,14.1,null,8.9,1823,394,140.6,11.1,null,null,null,67.0,5.6,30.3,null,2.5,null,39.6,139,3.3,null,2.9,11.7,null,1508,56,null,871,3.1,0.6,53,10.3,null,263,48,4491,38.3,561,1219,385,1.7,130,null,0.7,4368,"209021428",6707,8077,null,7.4,156,null,null,85.9,null,4.7,3996,2011,null
null,529,null,4021,414,32.9,6076,55.4,"Wattle Glen - Diamond Creek",null,3679,97,271,null,null,24.3,null,5462,2003,73,null,343,null,3,null,266,4209,250,985,86.7,5673,737,9,91,14,null,303,3.0,null,13.3,591,null,24.3,4.1,null,null,null,62.5,3.4,32.9,null,3.1,null,55.0,26,1.7,null,3.3,19.8,null,1781,27,null,758,2.5,0.5,null,11.7,null,90,24,3678,9.6,68,1370,174,2.0,88,null,1.6,3616,"209031215",4212,7443,null,6.3,29,null,null,97.0,null,7.6,5206,2011,null
null,478,null,2930,300,28.7,3757,46.3,"Ringwood North",null,2456,128,251,null,null,22.1,null,4061,1941,28,null,164,null,null,null,195,3121,291,860,89.9,3626,423,5,63,21,null,201,3.2,null,10.1,468,3,23.2,4.1,null,null,null,64.2,4.4,40.2,null,2.9,null,58.7,23,1.5,null,3.2,23.0,null,1130,22,null,565,2.1,0.4,null,12.1,null,45,16,2638,11.3,48,1396,120,1.9,60,null,1.3,2598,"211031268",3121,4938,null,6.2,19,null,null,96.8,null,8.4,3241,2011,null
null,1180,null,6179,822,29.7,6046,26.8,"Lalor",null,6672,281,108,null,null,15.5,null,8208,1705,102,null,449,null,null,null,413,6679,275,1920,89.4,5386,590,30,196,18,null,605,9.5,null,10.6,788,3,51.1,8.1,null,null,null,69.1,6.4,46.8,3,2.9,null,53.3,84,3.9,null,3.1,6.5,null,1702,20,null,561,3.6,0.6,8,11.9,null,70,39,5677,21.9,125,1159,519,1.9,215,null,0.3,5369,"209041219",6664,7213,null,7.0,100,null,null,90.5,null,7.0,4813,2011,null
null,460,null,2299,210,30.5,2827,45.1,"Whittlesea",null,1916,126,176,null,null,23.2,null,2847,1907,64,null,42,null,6,null,122,2471,105,680,85.8,2692,522,null,26,3,null,171,5.1,null,14.2,135,null,11.1,6.6,null,null,null,61.1,5.6,36.5,null,2.8,null,52.9,18,1.9,null,3.2,18.3,null,829,10,null,373,3.2,0.3,19,12.7,null,78,18,2024,16.0,32,1053,110,2.0,47,null,1.0,1977,"209041225",2476,3533,null,7.9,24,null,null,94.9,null,7.9,2472,2011,null
null,362,null,3437,184,29.6,4765,72.7,"Doreen",null,1895,7,187,null,null,37.3,null,4440,2249,55,null,94,null,null,null,193,3446,227,920,73.2,4722,926,null,3,4,null,242,3.6,null,26.8,322,null,8.3,3.9,null,null,null,50.0,1.6,13.4,null,3.1,null,60.8,24,1.3,null,3.3,15.2,null,1637,9,null,590,2.8,0.2,null,9.9,null,24,22,3076,12.4,56,1561,79,2.0,76,null,1.8,3035,"209041430",3447,5841,null,5.3,24,null,null,96.4,null,7.1,4322,2011,null
null,293,null,1414,168,33.7,2116,43.3,"Bundoora - North",null,1615,157,62,null,null,20.3,null,2280,2117,19,null,116,null,null,null,114,1758,123,451,86.1,1971,180,3,190,6,null,101,8.7,null,13.9,284,34,44.4,7.7,null,null,null,66.6,5.0,31.6,null,3.0,null,55.7,13,2.2,null,3.2,12.5,null,629,3,null,194,1.8,2.8,null,9.6,null,23,14,1435,20.0,75,1540,57,1.8,37,null,0.3,1387,"209041216",1761,2530,null,3.8,31,null,null,91.3,null,5.0,1768,2011,null
null,536,null,2896,402,32.2,4581,48.5,"Epping - East",null,3579,516,80,null,null,21.5,null,4739,1794,81,null,213,null,null,null,316,3730,232,822,82.5,4289,513,11,312,9,null,347,6.9,null,17.5,493,7,35.3,7.6,null,null,null,64.9,5.4,28.7,null,3.1,null,52.5,63,2.4,null,3.3,8.7,null,1443,13,null,571,3.2,0.9,null,11.0,null,29,30,3241,19.4,76,1283,196,1.9,115,null,0.6,3114,"209041431",3724,5590,null,6.7,44,null,null,93.1,null,5.5,3821,2011,null
null,447,null,1992,243,35.7,2297,25.8,"Bundoora - West",null,2197,44,48,null,null,14.1,null,2430,1709,19,null,90,null,null,null,131,2185,122,630,91.0,2093,262,4,142,16,null,129,9.4,null,9.0,307,71,37.3,9.9,null,null,null,67.1,5.5,46.7,3,2.6,null,49.4,34,3.4,null,2.9,11.0,null,488,9,null,249,2.6,0.5,null,11.5,null,38,3,1672,23.7,123,1310,144,1.7,57,null,0.5,1615,"209041217",2178,2771,null,6.8,34,null,null,90.6,null,8.3,1881,2011,null
null,715,null,5413,728,32.8,7727,44.0,"Mill Park - North",null,5546,151,172,null,null,20.7,null,7709,1717,119,null,277,null,null,null,470,5685,385,1249,87.4,7326,669,18,112,24,null,434,6.3,null,12.6,739,28,22.0,6.2,null,null,null,66.8,3.8,37.1,null,3.1,null,54.9,82,2.3,null,3.3,9.7,null,2260,18,null,862,2.7,0.4,null,11.5,null,69,38,5040,16.2,97,1333,287,1.9,172,null,0.5,4870,"209041220",5676,9320,null,5.7,66,null,null,93.7,null,5.9,6590,2011,null
null,484,null,2305,288,34.2,3134,34.5,"Epping - South",null,2749,168,40,null,null,18.9,null,3107,1626,48,null,237,null,3,null,216,2757,132,669,87.5,2742,344,8,278,9,null,292,11.7,null,12.5,416,null,35.6,6.8,null,null,null,66.9,4.5,32.3,null,2.8,null,50.1,65,2.9,null,3.1,8.5,null,782,15,null,358,3.2,0.3,null,10.9,null,62,12,2276,30.0,86,1169,185,1.8,81,null,0.6,2186,"209041432",2754,3739,null,8.0,40,null,null,88.3,null,6.8,2465,2011,null
null,259,null,1648,98,29.9,2554,68.4,"Epping - West",null,1431,293,55,null,null,28.5,null,2635,2188,21,null,211,null,null,null,156,1957,195,530,70.4,2380,295,12,18,4,null,163,6.7,null,29.6,423,null,35.9,5.6,null,null,null,60.5,2.1,11.6,null,3.0,null,61.0,23,2.1,null,3.2,9.4,null,855,10,null,249,2.3,0.4,null,9.2,null,22,17,1729,17.3,36,1371,64,1.8,45,null,0.6,1656,"209041433",1959,3099,null,4.6,26,null,null,93.3,null,4.9,2082,2011,null
null,567,null,3658,478,36.1,4959,41.3,"Mill Park - South",null,4103,144,105,null,null,18.7,null,4847,1645,47,null,175,null,null,null,294,3950,294,936,87.9,4740,508,10,148,11,null,370,7.3,null,12.1,557,44,23.9,6.8,null,null,null,67.4,3.5,35.2,null,3.0,null,51.0,68,2.6,null,3.2,10.7,null,1318,13,null,585,2.7,0.3,null,10.9,null,39,24,3392,20.6,108,1215,244,1.9,129,null,0.5,3268,"209041221",3950,6070,null,6.7,58,null,null,92.7,null,6.6,4235,2011,null
null,1199,null,6164,919,30.0,6287,24.0,"Thomastown",null,6844,214,100,null,null,14.7,null,8705,1611,83,null,497,null,null,null,454,6821,307,1975,90.2,5556,500,34,440,21,null,573,9.0,null,9.8,873,15,52.3,9.0,null,null,null,69.2,6.1,48.7,null,2.9,null,54.7,80,4.7,null,3.1,6.2,null,1773,8,null,517,3.3,0.6,7,11.9,null,96,56,5795,22.1,141,1126,448,1.8,242,null,0.2,5478,"209041223",6825,7442,null,6.0,113,null,null,91.0,null,6.9,4933,2011,null
null,532,null,3412,308,34.3,4783,59.1,"Wallan",null,2906,189,214,null,null,26.3,null,4344,1855,101,null,222,null,null,null,244,3741,167,980,80.9,4462,977,null,109,null,null,361,5.0,null,19.1,379,null,11.9,8.0,null,null,null,56.7,2.7,24.5,4,3.0,null,52.0,8,2.2,null,3.3,16.2,null,1437,11,null,592,3.5,0.5,35,10.7,null,69,23,3223,13.7,83,1216,124,2.0,115,null,1.3,3128,"209041224",3745,5864,null,7.5,27,null,null,95.0,null,7.7,4089,2011,null
null,491,null,2925,252,30.6,4785,56.1,"South Morang (South)",null,2971,559,81,null,null,26.9,null,4420,1948,49,null,127,null,null,null,265,3612,223,777,81.3,4611,661,null,127,10,null,335,7.3,null,18.7,408,8,7.9,7.9,null,null,null,58.5,5.4,20.4,3,3.0,null,53.3,71,2.0,null,3.3,10.4,null,1546,16,null,536,3.3,0.6,null,11.0,null,36,25,3119,20.9,81,1400,165,1.9,107,null,0.7,3039,"209041436",3611,5726,null,7.4,41,null,null,92.7,null,5.8,4173,2011,null
null,21,null,173,21,29.9,221,48.0,"Wollert",null,122,null,14,null,null,15.7,null,248,2449,10,null,5,null,null,null,13,173,12,70,67.3,203,43,null,null,null,null,null,3.0,null,32.7,19,null,39.4,3.3,null,null,null,74.8,3.3,33.1,null,2.8,null,60.1,null,2.9,null,2.9,12.6,null,55,null,null,23,2.1,1.7,null,16.4,null,11,null,161,14.3,null,1339,null,1.8,4,null,null,149,"209041437",173,269,null,5.0,null,null,null,97.0,null,4.3,183,2011,null
null,546,null,2681,339,28.0,3324,33.5,"Keilor",null,2460,205,134,null,null,17.8,null,3783,1965,34,null,76,null,null,null,184,2961,194,899,90.2,3239,294,8,65,8,null,191,3.6,null,9.8,281,null,17.1,7.0,null,null,null,65.9,5.9,48.7,null,2.7,null,57.8,25,4.3,null,3.0,14.0,null,825,19,null,356,2.4,2.2,5,13.7,null,29,13,2414,11.4,43,1315,124,1.9,83,null,0.4,2372,"210011228",2956,4097,null,5.8,30,null,null,96.4,null,8.9,2923,2011,null
null,1611,null,7717,934,28.3,8556,27.8,"Keilor East",null,7335,551,294,null,null,16.8,null,10790,1959,104,null,299,null,null,null,535,8687,708,2659,92.2,8072,845,17,405,48,null,523,5.8,null,7.8,1138,51,17.1,7.0,null,null,null,67.4,7.3,52.4,3,2.7,null,56.1,105,3.2,null,3.0,10.8,null,2326,46,null,951,2.3,0.4,16,12.7,null,127,42,7051,16.2,187,1293,493,1.8,202,null,0.4,6888,"210011229",8689,10712,null,5.9,121,null,null,94.2,null,8.4,7175,2011,null
null,582,null,2688,290,31.4,3663,36.8,"Strathmore",null,2710,198,163,null,null,21.6,null,3730,2300,21,null,351,null,4,null,190,3047,185,676,90.7,3197,338,9,144,54,null,179,4.6,null,9.3,546,14,null,6.6,null,null,null,63.9,5.0,45.9,null,2.9,null,55.1,10,2.8,null,3.3,17.8,null,1106,28,null,528,2.3,0.5,11,13.5,null,75,16,2438,14.2,52,1452,148,2.0,63,null,0.8,2413,"210011231",3045,4597,null,6.3,38,null,null,95.4,null,7.1,2884,2011,null
null,560,null,3380,253,27.4,4309,47.6,"Gisborne",null,2520,104,295,null,null,25.8,null,4616,1977,64,null,174,null,null,null,290,3628,196,1030,88.8,4090,640,7,143,8,null,241,4.5,null,11.2,346,null,11.1,4.9,null,null,null,60.2,4.5,34.8,null,2.9,null,58.7,12,1.9,null,3.2,22.6,null,1404,11,null,683,2.4,0.4,3,11.5,null,76,26,3055,15.1,40,1185,103,2.0,62,null,1.1,3020,"210021232",3630,5546,null,7.0,12,null,null,95.5,null,7.8,3640,2011,null
